OriginAirportID,DestAirportID,delay_chance
13495,11278,1.0
14122,14492,1.0
11042,14027,1.0
14635,14307,1.0
12478,14524,0.7272727272727273
11618,13851,0.7222222222222222
11042,14100,0.6923076923076923
13796,10721,0.6666666666666666
14893,12478,0.6363636363636364
11292,14492,0.6071428571428571
14635,10792,0.6
13487,14524,0.5833333333333334
13244,11292,0.5833333333333334
11298,13830,0.5789473684210527
13244,11618,0.5686274509803921
12191,12953,0.56
10800,12478,0.5555555555555556
10721,13796,0.5555555555555556
14100,14057,0.55
12264,12953,0.5391304347826087
13232,14869,0.5384615384615384
11292,12451,0.5294117647058824
14307,11618,0.5263157894736842
11292,14307,0.52
13232,13891,0.5172413793103449
13930,10140,0.5106382978723404
12339,14100,0.5
11057,13342,0.5
10423,10721,0.5
11618,10821,0.5
14843,12264,0.5
12478,14730,0.5
14635,12953,0.5
12451,13487,0.5
14771,14893,0.496
12478,11193,0.49019607843137253
12264,14730,0.48
14057,11057,0.48
12478,13198,0.47619047619047616
15016,11697,0.47058823529411764
13342,12478,0.47058823529411764
14771,14492,0.46875
12478,13342,0.46153846153846156
13232,10529,0.46153846153846156
11433,12451,0.46153846153846156
12478,11042,0.45454545454545453
13342,13495,0.45454545454545453
13232,10140,0.4528301886792453
13931,12478,0.45161290322580644
13232,14771,0.45098039215686275
14683,11618,0.45
13232,14893,0.4482758620689655
11066,12478,0.44776119402985076
10693,12478,0.4444444444444444
12478,11066,0.4418604651162791
13931,11618,0.4411764705882353
13930,13495,0.4383561643835616
11292,10529,0.4375
11278,14100,0.4375
14831,12478,0.4375
13198,12478,0.43478260869565216
11618,11278,0.43243243243243246
15376,13487,0.42857142857142855
13495,11042,0.42857142857142855
14570,12266,0.42857142857142855
13232,15376,0.42857142857142855
14843,10529,0.42857142857142855
13232,14570,0.42857142857142855
10821,11618,0.42857142857142855
10299,11298,0.42857142857142855
14893,14100,0.42857142857142855
11618,14524,0.4270833333333333
13232,13796,0.421875
13931,13487,0.42105263157894735
14107,14492,0.42105263157894735
11697,14524,0.42105263157894735
13232,14100,0.4198473282442748
12889,14730,0.4166666666666667
12264,14893,0.4166666666666667
15376,14771,0.4166666666666667
13232,14057,0.41304347826086957
11193,12264,0.4117647058823529
14771,13851,0.4117647058823529
11066,12892,0.4090909090909091
13342,14747,0.4090909090909091
12889,14771,0.40824742268041236
14893,14771,0.40816326530612246
14570,14747,0.4074074074074074
11618,12451,0.4057971014492754
11697,10423,0.40476190476190477
12191,14107,0.4044943820224719
12889,13871,0.4032258064516129
12478,14122,0.40298507462686567
14747,11042,0.4
13931,10721,0.4
10821,12478,0.4
14635,11292,0.4
11433,11618,0.3988439306358382
10821,12191,0.3972602739726027
13232,14683,0.39473684210526316
13871,11618,0.39473684210526316
13232,10792,0.39473684210526316
13796,12478,0.391304347826087
14843,12266,0.391304347826087
13232,11618,0.39
12478,13796,0.3888888888888889
10693,11618,0.3888888888888889
10423,13796,0.3888888888888889
13232,14831,0.3888888888888889
13303,14771,0.38666666666666666
10721,15304,0.38596491228070173
11298,12173,0.38461538461538464
14100,14893,0.38461538461538464
12478,13930,0.3841059602649007
12953,14635,0.38235294117647056
14679,10721,0.38181818181818183
11278,10529,0.38095238095238093
12191,13796,0.38095238095238093
14771,11697,0.379746835443038
11697,14122,0.3783783783783784
12191,12339,0.37735849056603776
13930,10693,0.3772893772893773
11193,11618,0.37714285714285717
13342,11618,0.37681159420289856
10821,14683,0.375
12478,14831,0.375
12953,14100,0.375
13891,14771,0.375
11292,12339,0.37168141592920356
12889,11066,0.37142857142857144
12478,10821,0.3709677419354839
10299,14771,0.37037037037037035
12889,15016,0.36904761904761907
11292,13796,0.3684210526315789
14524,13487,0.3684210526315789
10721,14843,0.36764705882352944
10800,14771,0.36666666666666664
15016,14635,0.36666666666666664
14524,11618,0.3655913978494624
11057,11618,0.36451612903225805
13930,10529,0.36419753086419754
11618,10397,0.36363636363636365
12892,13342,0.36363636363636365
14100,14747,0.3625
10140,13232,0.3617021276595745
13930,13851,0.36054421768707484
14908,14771,0.35973597359735976
13930,11618,0.3594132029339853
13232,10423,0.359375
10821,14730,0.35714285714285715
14057,14100,0.35714285714285715
14730,12478,0.35714285714285715
11278,11618,0.3564356435643564
11433,12478,0.3561643835616438
11042,12953,0.3560606060606061
12264,11618,0.3559322033898305
11292,13930,0.3550488599348534
11618,13931,0.3548387096774194
12478,13487,0.3548387096774194
12191,12451,0.3548387096774194
12478,14100,0.3541666666666667
13232,14107,0.3541666666666667
14100,12478,0.3541666666666667
12191,14908,0.35294117647058826
14100,14307,0.35294117647058826
13198,11697,0.35294117647058826
13232,12892,0.352112676056338
14683,13930,0.3515625
13930,10792,0.3514644351464435
11292,12953,0.35023041474654376
13244,14100,0.35
10792,11618,0.35
12451,11618,0.35
12264,14107,0.35
13495,13930,0.3492063492063492
14027,12953,0.3488372093023256
10821,10529,0.34831460674157305
13930,14570,0.34782608695652173
12892,14771,0.34763948497854075
12953,13487,0.3472803347280335
11057,10423,0.34615384615384615
14771,14570,0.34615384615384615
11057,14771,0.34523809523809523
12953,11066,0.3442622950819672
14492,12953,0.34299516908212563
11042,13303,0.34285714285714286
15016,11618,0.34265734265734266
11292,10721,0.3422818791946309
13198,11618,0.34146341463414637
14679,14100,0.34146341463414637
11292,15304,0.34146341463414637
12953,10693,0.34134615384615385
12451,12478,0.3411764705882353
14570,14771,0.34065934065934067
14492,11278,0.34057971014492755
13930,14100,0.3404255319148936
14107,14771,0.33933933933933935
12266,13342,0.3392857142857143
13342,12266,0.3382352941176471
13930,11042,0.3380681818181818
13930,14122,0.33796296296296297
12191,13851,0.3375
11298,14730,0.33695652173913043
13204,12478,0.3366013071895425
12264,12478,0.3352941176470588
11298,14570,0.3333333333333333
14869,14100,0.3333333333333333
13244,10821,0.3333333333333333
10792,14635,0.3333333333333333
13930,14730,0.3333333333333333
12264,10693,0.3333333333333333
12191,10140,0.3333333333333333
11278,14679,0.3333333333333333
15016,12266,0.3333333333333333
12264,11697,0.3333333333333333
15016,14492,0.3333333333333333
14122,12264,0.3333333333333333
10721,13198,0.3333333333333333
11042,14307,0.3333333333333333
14524,11042,0.3333333333333333
13232,14679,0.3333333333333333
14683,12264,0.3333333333333333
12954,10299,0.3333333333333333
14100,12339,0.3333333333333333
14107,10792,0.3333333333333333
10140,13204,0.3333333333333333
10299,12266,0.3333333333333333
14027,14122,0.3333333333333333
13232,12451,0.3333333333333333
10693,14679,0.3333333333333333
12191,14747,0.3333333333333333
12478,12266,0.3333333333333333
11193,12953,0.3333333333333333
10423,15304,0.3333333333333333
13930,10397,0.3305439330543933
10397,11618,0.33024691358024694
12889,15376,0.32954545454545453
13930,13931,0.32954545454545453
13232,14747,0.32941176470588235
11292,11042,0.3287671232876712
15016,12191,0.3283582089552239
11618,12191,0.32786885245901637
11697,10721,0.3275862068965517
13930,14831,0.3275862068965517
12478,12264,0.32727272727272727
12953,14122,0.32727272727272727
13930,10423,0.32727272727272727
12266,11066,0.32727272727272727
14771,10423,0.3271604938271605
11292,11193,0.3269230769230769
10721,14057,0.3269230769230769
12478,13495,0.32653061224489793
11292,13891,0.3263157894736842
11618,15016,0.32608695652173914
14107,13851,0.32608695652173914
11057,13871,0.32558139534883723
12478,12339,0.32558139534883723
12478,11298,0.32558139534883723
13232,12889,0.3248730964467005
13930,13198,0.3242320819112628
14107,11278,0.323943661971831
12191,10721,0.3235294117647059
14027,13930,0.3225806451612903
10821,10423,0.3225806451612903
13232,12953,0.3220338983050847
11433,10423,0.3220338983050847
12889,10721,0.3220338983050847
13495,11697,0.32142857142857145
14747,14683,0.32142857142857145
13930,14027,0.32142857142857145
13930,11066,0.3212996389891697
10140,13930,0.32075471698113206
11292,12478,0.32075471698113206
10821,15016,0.32038834951456313
11057,14057,0.32
11057,14100,0.32
11433,14683,0.32
14107,13342,0.31958762886597936
10821,14307,0.31958762886597936
14683,13232,0.3191489361702128
11057,11292,0.31896551724137934
13232,14730,0.31868131868131866
11193,11298,0.3184713375796178
13198,12191,0.3181818181818182
12478,13931,0.3181818181818182
12478,10140,0.3181818181818182
11292,14122,0.3181818181818182
12264,11057,0.3172043010752688
11193,12478,0.3170731707317073
11292,10821,0.31666666666666665
11618,14730,0.31666666666666665
11292,14771,0.3162393162393162
10821,13851,0.3157894736842105
14107,12264,0.3157894736842105
12191,11057,0.3157894736842105
15304,12953,0.3157894736842105
10721,14831,0.3157894736842105
12191,11697,0.3157894736842105
14107,12339,0.3150684931506849
11618,13342,0.3148148148148148
12953,10397,0.3146067415730337
12953,14492,0.3145539906103286
14730,12266,0.3142857142857143
14771,10721,0.3142857142857143
14679,14771,0.31376975169300225
13303,13931,0.3137254901960784
11298,10721,0.3134920634920635
10821,13204,0.3131868131868132
11292,10423,0.3130434782608696
12264,14057,0.3125
13244,15304,0.3125
14492,11292,0.3125
12173,13930,0.3125
12266,14027,0.3125
14027,14843,0.3125
12339,11618,0.3125
12264,10140,0.3125
10721,13244,0.3125
12953,11057,0.3116883116883117
12264,12266,0.31092436974789917
12889,13796,0.3105263157894737
12953,11278,0.3104693140794224
13232,14492,0.3103448275862069
10721,14027,0.3103448275862069
14843,10821,0.3103448275862069
13930,14771,0.31019522776572667
15016,11259,0.31016042780748665
11298,13891,0.30952380952380953
14524,12266,0.30952380952380953
11298,10821,0.30935251798561153
11298,12953,0.30824372759856633
10423,14747,0.3076923076923077
13198,14057,0.3076923076923077
14100,14843,0.3076923076923077
14869,11618,0.3076923076923077
10721,14635,0.3076923076923077
11057,12953,0.30727762803234504
11298,11618,0.30726256983240224
11057,13930,0.30673316708229426
13930,12478,0.30666666666666664
11433,11042,0.30612244897959184
11066,13930,0.30597014925373134
11618,13198,0.3058823529411765
11298,14771,0.3057142857142857
10821,13232,0.3053435114503817
11618,12266,0.305019305019305
10693,14107,0.30434782608695654
14747,13303,0.30434782608695654
13495,14107,0.30434782608695654
11433,13930,0.30434782608695654
14771,14683,0.30357142857142855
13244,12266,0.30357142857142855
12892,12191,0.30303030303030304
11298,14057,0.3023255813953488
10140,14747,0.3023255813953488
13931,12264,0.30120481927710846
11278,13930,0.3007518796992481
11278,12953,0.3007246376811594
12892,10423,0.3006535947712418
13930,12266,0.3002832861189802
14100,12892,0.3
14122,11618,0.3
12953,10792,0.3
14843,14027,0.3
11042,14057,0.3
10693,12953,0.3
13303,10721,0.3
10140,14771,0.3
12191,12892,0.3
11298,10299,0.3
12953,13931,0.3
12264,13851,0.3
13342,11697,0.3
11433,14100,0.2994350282485876
12266,12953,0.2994011976047904
11298,15376,0.29927007299270075
13232,15016,0.29896907216494845
13930,14524,0.2987012987012987
11057,14679,0.2982456140350877
12478,14057,0.2982456140350877
10397,13930,0.2980132450331126
10397,12478,0.2978723404255319
14492,11618,0.2976190476190476
10821,14635,0.2976190476190476
12191,15304,0.2972972972972973
13303,11292,0.2972972972972973
11298,11193,0.2972972972972973
14122,12953,0.2962962962962963
14107,13303,0.2962962962962963
11298,10140,0.2962962962962963
13930,12953,0.2959558823529412
10821,15304,0.29577464788732394
10693,15016,0.29545454545454547
10423,14771,0.2953020134228188
13930,10721,0.2953020134228188
11618,13487,0.2949640287769784
14107,12478,0.29473684210526313
11193,13930,0.29449838187702265
11298,11278,0.29439252336448596
15016,12953,0.29411764705882354
14747,12264,0.29411764705882354
12191,14492,0.29411764705882354
14492,12191,0.29411764705882354
11298,14100,0.29411764705882354
13204,14683,0.29411764705882354
13796,12264,0.29411764705882354
11292,10693,0.29411764705882354
15304,14843,0.29333333333333333
11292,13871,0.29333333333333333
13487,11618,0.2932330827067669
14747,14771,0.29314420803782504
12953,12264,0.29310344827586204
12191,14679,0.29310344827586204
11298,13342,0.29292929292929293
13232,11057,0.2926829268292683
14747,13232,0.2926829268292683
10821,11066,0.29245283018867924
11298,14683,0.292358803986711
12889,13891,0.2920353982300885
11618,13244,0.2916666666666667
14679,11278,0.2916666666666667
11618,14869,0.2916666666666667
13232,14122,0.2912621359223301
14492,12478,0.291044776119403
11298,13198,0.2909090909090909
14843,12478,0.2907801418439716
11618,11193,0.2905405405405405
11697,14107,0.2903225806451613
14730,11042,0.2903225806451613
11292,13198,0.29017857142857145
13232,14307,0.2898550724637681
14683,12892,0.2897196261682243
11298,14679,0.2896174863387978
11433,13851,0.2894736842105263
11298,12889,0.28936170212765955
14771,12892,0.2891809908998989
11618,13930,0.2891246684350133
12266,13871,0.28888888888888886
12889,15304,0.28888888888888886
14843,14100,0.28846153846153844
13232,10721,0.2882882882882883
10721,11697,0.2882882882882883
12478,14492,0.28780487804878047
11292,11618,0.2875816993464052
10721,14107,0.28735632183908044
12266,11193,0.2871287128712871
13930,11292,0.2870662460567823
14107,11618,0.2866666666666667
11618,14771,0.28651685393258425
13930,13871,0.28640776699029125
14771,13198,0.2857142857142857
12478,10693,0.2857142857142857
13931,13930,0.2857142857142857
10792,12953,0.2857142857142857
13244,13851,0.2857142857142857
14747,12191,0.2857142857142857
10721,15016,0.2857142857142857
11298,12191,0.2857142857142857
12339,11697,0.2857142857142857
13198,10721,0.2857142857142857
13198,13796,0.2857142857142857
14683,13487,0.2857142857142857
13244,12339,0.2857142857142857
14869,12478,0.2857142857142857
10299,10397,0.2857142857142857
13232,13244,0.2857142857142857
12451,10821,0.2857142857142857
12339,12953,0.2857142857142857
12953,11697,0.28515625
12266,14100,0.2847222222222222
11292,11433,0.2847222222222222
11618,13232,0.2845528455284553
11292,13342,0.28448275862068967
10821,13931,0.2840909090909091
12889,14679,0.2838983050847458
13930,11057,0.2837528604118993
13930,12892,0.28354978354978355
13198,11433,0.2833333333333333
11433,12266,0.28313253012048195
14730,11618,0.2830188679245283
12892,13851,0.2826086956521739
11057,12889,0.2826086956521739
14679,12889,0.2826086956521739
14893,10397,0.2826086956521739
12478,12191,0.2826086956521739
11697,11618,0.2822966507177033
14100,11292,0.28187919463087246
13232,11697,0.28169014084507044
11066,12953,0.2815533980582524
14100,15304,0.2814814814814815
10821,11292,0.2814814814814815
13930,14307,0.28125
14730,11433,0.28125
14771,14100,0.2810810810810811
11057,12478,0.2807017543859649
10397,12953,0.2806451612903226
13232,12191,0.2805755395683453
14122,14100,0.2804878048780488
11298,10423,0.28027681660899656
14122,13930,0.2801724137931034
13930,12451,0.28
13931,13204,0.28
14100,11278,0.28
11298,14843,0.28
14771,14122,0.28
12892,12264,0.2796934865900383
12478,14027,0.2796610169491525
11292,13851,0.2792207792207792
11042,13930,0.27873563218390807
11292,10140,0.27848101265822783
12478,11278,0.27807486631016043
13930,15016,0.2777777777777778
15016,14771,0.2777777777777778
14771,13303,0.2777777777777778
11042,11618,0.2777777777777778
12953,11292,0.2777777777777778
10821,13495,0.2777777777777778
11292,14683,0.2777777777777778
11057,12892,0.2767857142857143
10721,14771,0.2766798418972332
13930,11433,0.2766439909297052
12478,11292,0.2765957446808511
10821,14027,0.2765957446808511
14107,13232,0.27631578947368424
11292,14869,0.2760084925690021
11618,10529,0.27586206896551724
14679,12191,0.27586206896551724
11618,13495,0.27586206896551724
10397,12892,0.27586206896551724
14100,14683,0.27586206896551724
10821,14843,0.27586206896551724
12478,13204,0.27575757575757576
10721,13204,0.2755102040816326
13930,11193,0.27531645569620256
11298,15304,0.2751677852348993
12266,14524,0.275
11697,10693,0.275
11298,14027,0.275
14100,14771,0.27485380116959063
11298,14831,0.27472527472527475
12451,12266,0.27450980392156865
10821,12892,0.27450980392156865
10721,12889,0.27450980392156865
10721,12478,0.27414330218068533
11618,11697,0.2737430167597765
12191,11298,0.2736318407960199
14843,11697,0.2732919254658385
10397,10423,0.27325581395348836
13930,13342,0.27309236947791166
13851,13244,0.2727272727272727
10397,13871,0.2727272727272727
12451,14843,0.2727272727272727
13342,14771,0.2727272727272727
13930,10821,0.2727272727272727
13930,14869,0.2727272727272727
12339,13930,0.2727272727272727
14524,13930,0.2727272727272727
11618,13871,0.2727272727272727
13871,13244,0.2727272727272727
13487,14307,0.2727272727272727
12892,10721,0.2723404255319149
11292,12892,0.2719836400817996
14771,14679,0.271689497716895
10821,10792,0.2716049382716049
11298,14107,0.271523178807947
10821,10397,0.27122641509433965
12892,11292,0.2708333333333333
11298,14524,0.2708333333333333
12451,12191,0.2708333333333333
14869,14771,0.2706766917293233
12264,11433,0.2706766917293233
12953,11042,0.27049180327868855
11292,13232,0.27037037037037037
11066,13303,0.2702702702702703
14679,14570,0.2702702702702703
11057,12264,0.27014218009478674
14027,12478,0.27
14771,12264,0.26996197718631176
12892,14100,0.26993865030674846
11298,13204,0.26991150442477874
12953,15304,0.2698412698412698
14100,14679,0.2692307692307692
12953,13198,0.2692307692307692
13930,15376,0.2692307692307692
15304,12478,0.2692307692307692
11618,15304,0.2689075630252101
13930,11278,0.26865671641791045
11057,10721,0.26859504132231404
12266,15376,0.2682926829268293
12191,13204,0.2682926829268293
14869,13232,0.2682926829268293
13851,13930,0.2677165354330709
10821,13198,0.2676056338028169
13487,13930,0.2675
13891,11292,0.26744186046511625
12953,13204,0.2672413793103448
12889,13232,0.26666666666666666
10423,11618,0.26666666666666666
13198,13204,0.26666666666666666
15016,14100,0.26666666666666666
14122,11697,0.26666666666666666
13244,14107,0.26666666666666666
10423,14100,0.26666666666666666
13232,11292,0.2663755458515284
13204,14307,0.2662337662337662
12478,10397,0.26605504587155965
10800,11292,0.26605504587155965
13232,12264,0.26605504587155965
12191,10821,0.26582278481012656
13796,11292,0.26582278481012656
12478,12451,0.265625
11193,14122,0.2653061224489796
13796,12191,0.2653061224489796
11697,12953,0.2651162790697674
12478,14679,0.2647058823529412
10821,14122,0.2647058823529412
12191,12478,0.2647058823529412
11259,13198,0.2647058823529412
15304,10529,0.2647058823529412
12451,13931,0.2647058823529412
13930,15304,0.2644628099173554
11298,12339,0.26436781609195403
12191,11618,0.2641509433962264
12892,13232,0.264
13303,11278,0.26380368098159507
12266,13244,0.26373626373626374
13244,11433,0.26373626373626374
14027,10821,0.2631578947368421
14831,13232,0.2631578947368421
12266,12173,0.2631578947368421
14771,14869,0.2631578947368421
11697,10792,0.2631578947368421
10529,14843,0.2631578947368421
11042,11433,0.2631578947368421
13204,10140,0.2631578947368421
11298,11697,0.2627118644067797
14057,14771,0.2626582278481013
10721,13930,0.26262626262626265
11298,14122,0.26262626262626265
14100,11193,0.2625
10821,13342,0.26229508196721313
14771,12478,0.26200873362445415
13796,12892,0.2619718309859155
14679,12478,0.2616822429906542
14635,10821,0.26153846153846155
10693,12451,0.26153846153846155
11618,11292,0.26136363636363635
14747,10721,0.26136363636363635
14679,13796,0.2610619469026549
11697,13232,0.2608695652173913
11618,10792,0.2608695652173913
14307,13930,0.2608695652173913
14730,11292,0.2608695652173913
10821,12889,0.2608695652173913
14730,10397,0.2608695652173913
12339,12264,0.26
10721,11292,0.2597402597402597
11433,13931,0.2597402597402597
11278,10693,0.25961538461538464
12889,14570,0.25943396226415094
11298,13930,0.2593320235756385
10821,14771,0.25925925925925924
12266,11259,0.25925925925925924
13232,13495,0.25925925925925924
11292,11278,0.25925925925925924
12266,11298,0.25914634146341464
13487,13232,0.25906735751295334
10821,10721,0.25903614457831325
13487,12953,0.25882352941176473
10423,11292,0.25874125874125875
12892,11618,0.2586750788643533
14107,12191,0.25842696629213485
13198,12953,0.25806451612903225
15016,13342,0.25806451612903225
14730,15016,0.25806451612903225
13232,13851,0.25806451612903225
12892,13930,0.2578125
13796,14679,0.2572614107883817
12478,11697,0.2571428571428571
14100,13244,0.2571428571428571
12266,12451,0.25675675675675674
10721,11618,0.2565789473684211
13198,15304,0.2564102564102564
10821,14679,0.2564102564102564
12264,14683,0.2564102564102564
11433,14122,0.25609756097560976
12889,13851,0.2558139534883721
12264,11042,0.2558139534883721
10423,14831,0.2558139534883721
10821,14100,0.2558139534883721
15304,14100,0.2556390977443609
11057,14683,0.2553191489361702
12264,14524,0.2553191489361702
11193,13303,0.2553191489361702
10693,13930,0.25524475524475526
10821,14107,0.25510204081632654
14771,12889,0.2550607287449393
11298,13871,0.2549019607843137
13198,14771,0.2549019607843137
11193,10821,0.2549019607843137
14100,10397,0.25476190476190474
11057,11298,0.2546583850931677
13342,10821,0.2545454545454545
14771,11292,0.2545454545454545
14635,11298,0.2545454545454545
12953,13930,0.2545126353790614
12478,11433,0.2542372881355932
12889,12478,0.2540983606557377
13204,13342,0.25396825396825395
14771,11298,0.2536873156342183
12892,10821,0.2535211267605634
13487,14771,0.2535211267605634
12191,11259,0.25349301397205587
12478,14843,0.2534246575342466
12266,13198,0.25333333333333335
12478,10423,0.25301204819277107
12191,12889,0.25287356321839083
13930,14679,0.25287356321839083
13232,13204,0.25287356321839083
11618,12264,0.25274725274725274
10529,13930,0.25257731958762886
11697,11298,0.25225225225225223
10693,12266,0.25225225225225223
11292,11298,0.2521489971346705
11298,12264,0.2517482517482518
11259,10140,0.25146198830409355
13871,13930,0.25136612021857924
12478,15304,0.25136612021857924
11292,12889,0.25132275132275134
12264,11292,0.2513089005235602
13342,11057,0.25
13487,12478,0.25
13487,12451,0.25
11618,14307,0.25
13342,11298,0.25
13931,12266,0.25
11618,14679,0.25
13930,14683,0.25
12264,14122,0.25
13303,14730,0.25
10423,14057,0.25
14843,12451,0.25
13495,12264,0.25
14747,11057,0.25
10693,13931,0.25
13303,14122,0.25
12478,14893,0.25
13303,14100,0.25
12173,12264,0.25
13487,12264,0.25
13303,11066,0.25
12954,14771,0.25
11292,14831,0.25
11042,13198,0.25
13830,14771,0.25
14730,13930,0.25
11292,14107,0.25
15376,13930,0.25
11042,11298,0.25
11259,10423,0.25
13232,10821,0.25
11292,12191,0.25
10397,10299,0.25
11278,12892,0.25
15304,14683,0.25
11193,14747,0.25
10140,12478,0.25
14107,13930,0.2490272373540856
13232,13487,0.24875621890547264
14100,13930,0.24873096446700507
10821,14492,0.2485207100591716
11278,14492,0.24817518248175183
11697,14843,0.24812030075187969
13303,12953,0.2479108635097493
14100,13303,0.24786324786324787
11259,10397,0.24770642201834864
11298,11042,0.24761904761904763
11618,11042,0.24742268041237114
11193,12266,0.24742268041237114
12266,12339,0.24742268041237114
14771,13930,0.24742268041237114
12889,14908,0.24705882352941178
14831,13891,0.24705882352941178
10693,14492,0.24691358024691357
11298,12892,0.24660194174757283
11298,14869,0.24615384615384617
14635,10721,0.24615384615384617
11057,13303,0.24596774193548387
12478,14771,0.24531835205992508
13930,12264,0.24516129032258063
12889,12191,0.24509803921568626
11193,11057,0.24509803921568626
15016,11292,0.24503311258278146
11278,14771,0.24489795918367346
12264,10423,0.24489795918367346
13796,14057,0.24489795918367346
13198,13930,0.24482758620689654
14730,11298,0.24468085106382978
13198,11259,0.24456521739130435
13342,15304,0.24444444444444444
14027,12266,0.24444444444444444
14492,14100,0.2441860465116279
10397,14679,0.24390243902439024
12478,14107,0.24390243902439024
11292,15016,0.24375
13232,10693,0.24358974358974358
13204,11618,0.24344569288389514
14869,11057,0.24324324324324326
13851,14107,0.24324324324324326
11298,11292,0.24316939890710382
11057,14307,0.24299065420560748
13930,12339,0.24299065420560748
10693,12264,0.24285714285714285
12264,12892,0.2427536231884058
10792,11697,0.24242424242424243
10721,12451,0.24242424242424243
12478,14869,0.24193548387096775
13487,11292,0.24188790560471976
11278,12478,0.24175824175824176
11292,14057,0.24152542372881355
12266,14771,0.2413793103448276
11292,10397,0.2413793103448276
12889,10693,0.2413793103448276
13204,11066,0.2413793103448276
11433,12953,0.24115755627009647
11433,12264,0.24113475177304963
14831,14057,0.24107142857142858
14122,11433,0.24074074074074073
10423,10821,0.24074074074074073
12266,11433,0.24074074074074073
